"ECSO_labels","ECSO_ID"
"temporal rate","http://purl.dataone.org/odo/ecso_00001115"
"thallium ion concentration","http://purl.dataone.org/odo/ecso_00001810"
"thallium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002316"
"thallium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001811"
"thaw consolidation ratio","http://www.purl.dataone.org/odo/ecso_00010080"
"thawed soil depth","http://purl.dataone.org/odo/ecso_00001653"
"thawing index","http://www.purl.dataone.org/odo/ecso_00010079"
"thickness of dust layer penetrating peat","http://purl.dataone.org/odo/ecso_00002229"
"tic","http://purl.dataone.org/odo/ecso_00000539"
"tide height","http://purl.dataone.org/odo/ecso_00001173"
"time geolocator applied or removed","http://purl.dataone.org/odo/ecso_00002073"
"time interval","http://purl.dataone.org/odo/ecso_00001183"
"time of ear tagging","http://purl.dataone.org/odo/ecso_00002080"
"time of flux measurement","http://purl.dataone.org/odo/ecso_00002081"
"time of maximum wind speed","http://purl.dataone.org/odo/ecso_00002074"
"time of measurement","http://purl.dataone.org/odo/ecso_00002040"
"time of sample","http://purl.dataone.org/odo/ecso_00002076"
"time of water sample","http://purl.dataone.org/odo/ecso_00002042"
"time skipped by analysis","http://purl.dataone.org/odo/ecso_00002075"
"time step","http://purl.dataone.org/odo/ecso_00001183"
"time trap checked","http://purl.dataone.org/odo/ecso_00002083"
"timestamp","http://purl.dataone.org/odo/ecso_00002046"
"tin ion concentration","http://purl.dataone.org/odo/ecso_00001812"
"tin ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001813"
"tin solubility in water","http://purl.dataone.org/odo/ecso_00001848"
"titanium counts per second","http://purl.dataone.org/odo/ecso_00002180"
"titanium ion concentration","http://purl.dataone.org/odo/ecso_00001814"
"titanium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001815"
"titanium solubility in water","http://purl.dataone.org/odo/ecso_00001849"
"toc","http://purl.dataone.org/odo/ecso_00001118"
"total alkalinity","http://purl.dataone.org/odo/ecso_00001752"
"total alkalinity uncertainty","http://purl.dataone.org/odo/ecso_00002369"
"total aluminum ion concentration in snow","http://purl.dataone.org/odo/ecso_00001978"
"total aluminum ion concentration in soil","http://purl.dataone.org/odo/ecso_00002023"
"total annual freezing index","http://www.purl.dataone.org/odo/ecso_00010123"
"total antimony concentration in snow","http://purl.dataone.org/odo/ecso_00001980"
"total arsenic ion concentration in snow","http://purl.dataone.org/odo/ecso_00001981"
"total cadmium concentration in snow","http://purl.dataone.org/odo/ecso_00001982"
"total calcium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001983"
"total calcium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002024"
"total cerium concentration in snow","http://purl.dataone.org/odo/ecso_00001985"
"total charcoal areal concentration","http://purl.dataone.org/odo/ecso_00002277"
"total chromium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001986"
"total concentration of niobium in snow","http://purl.dataone.org/odo/ecso_00002002"
"total concentration of samarium in snow","http://purl.dataone.org/odo/ecso_00002006"
"total dissolved nitrogen concentration","http://purl.dataone.org/odo/ecso_00002020"
"total dissolved nitrogen concentration extracted from soil","http://purl.dataone.org/odo/ecso_00002030"
"total dissolved nitrogen concentration in water","http://purl.dataone.org/odo/ecso_00002019"
"total dissolved nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00002021"
"total dissolved phosphorus concentration","http://purl.dataone.org/odo/ecso_00002022"
"total distance","http://purl.dataone.org/odo/ecso_00001711"
"total dysprosium concentration in snow","http://purl.dataone.org/odo/ecso_00001989"
"total europium concentration in snow","http://purl.dataone.org/odo/ecso_00001991"
"total exchange capacity","http://purl.dataone.org/odo/ecso_00002232"
"total gadolinium concentration in snow","http://purl.dataone.org/odo/ecso_00001993"
"total incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001976"
"total iron ion concentration in snow","http://purl.dataone.org/odo/ecso_00001994"
"total lanthanum ion concentration in snow","http://purl.dataone.org/odo/ecso_00001995"
"total living biomass carbon pool","http://purl.dataone.org/odo/ecso_00000343"
"total magnesium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001997"
"total magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002026"
"total manganese ion concentration in snow","http://purl.dataone.org/odo/ecso_00001998"
"total neodymium concentration in snow","http://purl.dataone.org/odo/ecso_00002000"
"total phosphorus concentration in soil","http://purl.dataone.org/odo/ecso_00002028"
"total potassium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002003"
"total potassium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002025"
"total praseodymium concentration in snow","http://purl.dataone.org/odo/ecso_00002004"
"total respiration","http://purl.dataone.org/odo/ecso_00000016"
"total silicon ion concentration in snow","http://purl.dataone.org/odo/ecso_00002008"
"total sodium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002027"
"total soil carbon","http://purl.dataone.org/odo/ecso_00000531"
"total soil n","http://purl.dataone.org/odo/ecso_00001144"
"total soil nitrogen concentration","http://purl.dataone.org/odo/ecso_00001144"
"total strontium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002010"
"total sulfur ion concentration in snow","http://purl.dataone.org/odo/ecso_00002011"
"total tin ion concentration in snow","http://purl.dataone.org/odo/ecso_00002012"
"total titanium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001764"
"total uranium concentration in snow","http://purl.dataone.org/odo/ecso_00002013"
"total vanadium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002014"
"total yttrium concentration in snow","http://purl.dataone.org/odo/ecso_00002017"
"total zinc ion concentration in snow","http://purl.dataone.org/odo/ecso_00002015"
"transect length","http://purl.dataone.org/odo/ecso_00001943"
"transect number","http://purl.dataone.org/odo/ecso_00002213"
"transpiration height","http://purl.dataone.org/odo/ecso_00001140"
"trap identifier","http://purl.dataone.org/odo/ecso_00002372"
"trap latitude","http://purl.dataone.org/odo/ecso_00002148"
"trap longitude","http://purl.dataone.org/odo/ecso_00002177"
"trapping start time","http://purl.dataone.org/odo/ecso_00002082"
"treatment block number","http://purl.dataone.org/odo/ecso_00002226"
"tree","http://purl.dataone.org/odo/ecso_00000501"
"tree canopy diameter","http://purl.dataone.org/odo/ecso_00001215"
"tree canopy height","http://purl.dataone.org/odo/ecso_00001220"
"tree circumference","http://purl.dataone.org/odo/ecso_00000545"
"tree crown diameter","http://purl.dataone.org/odo/ecso_00001214"
"tree crown height","http://purl.dataone.org/odo/ecso_00001221"
"tree diameter","http://purl.dataone.org/odo/ecso_00000544"
"tree diameter at breast height","http://purl.dataone.org/odo/ecso_00000549"
"tree girth","http://purl.dataone.org/odo/ecso_00000545"
"tree growth","http://purl.dataone.org/odo/ecso_00000547"
"tree height","http://purl.dataone.org/odo/ecso_00000541"
"tree ring year","http://purl.dataone.org/odo/ecso_00002303"
"tree sample identifier","http://purl.dataone.org/odo/ecso_00002302"
"triglochin palustris percent cover","http://purl.dataone.org/odo/ecso_00001597"
"turbidity","http://purl.dataone.org/odo/ecso_00002359"
"ultraviolet","http://purl.dataone.org/odo/ecso_#ultraviolet"
"uncertainty in 14c age of ch4","http://purl.dataone.org/odo/ecso_00000672"
"uncertainty in 14c age of methane","http://purl.dataone.org/odo/ecso_00000672"
"uncertainty of adenosine triphosphate (atp) molar concentration in water","http://purl.dataone.org/odo/ecso_00000680"
"upper bound snow depth","http://purl.dataone.org/odo/ecso_00001679"
"upper bound soil depth","http://purl.dataone.org/odo/ecso_00001678"
"upward longwave radiation","http://purl.dataone.org/odo/ecso_00001902"
"upward shortwave radiation","http://purl.dataone.org/odo/ecso_00001903"
"upward solar radiation","http://purl.dataone.org/odo/ecso_00001904"
"upwelling longwave radiation","http://purl.dataone.org/odo/ecso_00001902"
"upwelling shortwave radiation","http://purl.dataone.org/odo/ecso_00001903"
"upwelling solar radiation","http://purl.dataone.org/odo/ecso_00001904"
"uranium concentration","http://purl.dataone.org/odo/ecso_00001974"
"uranium concentration in ice","http://purl.dataone.org/odo/ecso_00001975"
"uranium solubility in water","http://purl.dataone.org/odo/ecso_00001850"
"vanadium ion concentration","http://purl.dataone.org/odo/ecso_00001816"
"vanadium ion concentration in ice","http://purl.dataone.org/odo/ecso_00001973"
"vanadium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001817"
"vanadium solubility in water","http://purl.dataone.org/odo/ecso_00001851"
"vapor pressure deficit","http://purl.dataone.org/odo/ecso_00001972"
"vegetation carbon change percentage","http://purl.dataone.org/odo/ecso_00001133"
"vegetation type","http://purl.dataone.org/odo/ecso_00002207"
"vegetation type code","http://purl.dataone.org/odo/ecso_00002208"
"vertical salt flux","http://purl.dataone.org/odo/ecso_00002176"
"vial number","http://purl.dataone.org/odo/ecso_00002380"
"virus like particle counts per milliliter","http://purl.dataone.org/odo/ecso_00002206"
"volume fraction biomass concentration","http://purl.dataone.org/odo/ecso_00001166"
"volume of blood drawn","http://purl.dataone.org/odo/ecso_00002190"
"volumetric ice content","http://purl.dataone.org/odo/ecso_00002173"
"volumetric net primary productivity","http://purl.dataone.org/odo/ecso_00001970"
"volumetric water content in soil","http://purl.dataone.org/odo/ecso_00001662"
"volumetric water content method","http://purl.dataone.org/odo/ecso_00001112"
"water alkalinity","http://purl.dataone.org/odo/ecso_00001750"
"water band index","http://purl.dataone.org/odo/ecso_00002205"
"water conductivity","http://purl.dataone.org/odo/ecso_00001535"
"water content","http://www.purl.dataone.org/odo/ecso_00010077"
"water content percentage","http://purl.dataone.org/odo/ecso_00001663"
"water depth","http://purl.dataone.org/odo/ecso_00001203"
"water flux","http://purl.dataone.org/odo/ecso_00001682"
"water height","http://purl.dataone.org/odo/ecso_00001175"
"water percent cover","http://purl.dataone.org/odo/ecso_00001630"
"water ph","http://purl.dataone.org/odo/ecso_00001159"
"water pressure","http://purl.dataone.org/odo/ecso_00001568"
"water salinity","http://purl.dataone.org/odo/ecso_00001164"
"water sample volume","http://purl.dataone.org/odo/ecso_00002225"
"water table depth","http://purl.dataone.org/odo/ecso_00001747"
"water table height","http://purl.dataone.org/odo/ecso_00001748"
"water vapor concentration in air","http://purl.dataone.org/odo/ecso_00001940"
"water vapor flux","http://purl.dataone.org/odo/ecso_00001684"
"water vapor path","http://purl.dataone.org/odo/ecso_00002202"
"water velocity","http://purl.dataone.org/odo/ecso_00001234"
"water weight","http://purl.dataone.org/odo/ecso_00002204"
"watershed area","http://purl.dataone.org/odo/ecso_00001729"
"watershed site location","http://purl.dataone.org/odo/ecso_00002170"
"wave height","http://purl.dataone.org/odo/ecso_00001176"
"wet bulb temperature","http://purl.dataone.org/odo/ecso_00001522"
"wet weight","http://purl.dataone.org/odo/ecso_00000548"
"wet weight biomass","http://purl.dataone.org/odo/ecso_00001139"
"wind chill","http://purl.dataone.org/odo/ecso_00001755"
"wind direction standard deviation","http://purl.dataone.org/odo/ecso_00001715"
"wind speed","http://purl.dataone.org/odo/ecso_00001233"
"wind velocity","http://purl.dataone.org/odo/ecso_00001544"
"wing length","http://purl.dataone.org/odo/ecso_00001939"
"wood carbon pool","http://purl.dataone.org/odo/ecso_00000033"
"year and day of measurement","http://purl.dataone.org/odo/ecso_00002072"
"year and season","http://purl.dataone.org/odo/ecso_00002169"
"year of measurement","http://purl.dataone.org/odo/ecso_00002050"
"yttrium concentration","http://purl.dataone.org/odo/ecso_00002016"
"yttrium solubility in water","http://purl.dataone.org/odo/ecso_00001852"
"zero plane displacement","http://purl.dataone.org/odo/ecso_00001944"
"zinc ion concentration","http://purl.dataone.org/odo/ecso_00001818"
"zinc ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001819"
"zinc solubility in water","http://purl.dataone.org/odo/ecso_00001853"
"α photosynthetic efficiency","http://purl.dataone.org/odo/ecso_00000660"
"β photosynthetic efficiency","http://purl.dataone.org/odo/ecso_00000661"
