"ECSO_labels","ECSO_ID"
"degrees north","http://purl.dataone.org/odo/ecso_00002237"
"degrees south","http://purl.dataone.org/odo/ecso_00002248"
"degrees west","http://purl.dataone.org/odo/ecso_00002239"
"delta deuterium","http://purl.dataone.org/odo/ecso_00001957"
"delta deuterium in water","http://purl.dataone.org/odo/ecso_00001958"
"delta deuterium in water using dri continuous method","http://purl.dataone.org/odo/ecso_00001959"
"delta deuterium in water vapor","http://purl.dataone.org/odo/ecso_00002201"
"delta oxygen 18","http://purl.dataone.org/odo/ecso_00001677"
"departure time","http://purl.dataone.org/odo/ecso_00002056"
"depth of dead moss layer","http://purl.dataone.org/odo/ecso_00001889"
"depth of live moss layer","http://purl.dataone.org/odo/ecso_00001890"
"depth of surface dust","http://purl.dataone.org/odo/ecso_00001891"
"depth of thaw","http://www.purl.dataone.org/odo/ecso_00010114"
"depth of zero annual amplitude","http://www.purl.dataone.org/odo/ecso_00010115"
"deschampsia caespitosa percent cover","http://purl.dataone.org/odo/ecso_00001591"
"design freezing index","http://www.purl.dataone.org/odo/ecso_00010125"
"detachment failure","http://www.purl.dataone.org/odo/ecso_00010116"
"dew point temperature","http://purl.dataone.org/odo/ecso_00001657"
"diameter at breast height","http://purl.dataone.org/odo/ecso_00000549"
"dic concentration","http://purl.dataone.org/odo/ecso_00000632"
"diffuse radiation","http://purl.dataone.org/odo/ecso_00001961"
"dissolution carbon flux","http://purl.dataone.org/odo/ecso_00000320"
"dissolved ammonia concentration","http://purl.dataone.org/odo/ecso_00001703"
"dissolved carbon dioxide concentration","http://purl.dataone.org/odo/ecso_00000631"
"dissolved carbon dioxide pool","http://purl.dataone.org/odo/ecso_00000208"
"dissolved carbon dioxide saturation percentage","http://purl.dataone.org/odo/ecso_00002385"
"dissolved carbon to dissolved nitrogen ratio","http://purl.dataone.org/odo/ecso_00000655"
"dissolved inorganic carbon concentration","http://purl.dataone.org/odo/ecso_00000632"
"dissolved inorganic carbon concentration of stable carbon","http://purl.dataone.org/odo/ecso_00001518"
"dissolved inorganic concentration of radioactive carbon","http://purl.dataone.org/odo/ecso_00001517"
"dissolved inorganic nitrogen concentation","http://purl.dataone.org/odo/ecso_00001892"
"dissolved inorganic nitrogen concentration extracted from soil","http://purl.dataone.org/odo/ecso_00002029"
"dissolved inorganic nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00001893"
"dissolved methane concentration","http://purl.dataone.org/odo/ecso_00000616"
"dissolved nitrite and nitrate concentration","http://purl.dataone.org/odo/ecso_00001895"
"dissolved nitrogen concentration","http://purl.dataone.org/odo/ecso_00002018"
"dissolved nitrous oxide concentration","http://purl.dataone.org/odo/ecso_00001896"
"dissolved nitrous oxide saturation percentage","http://purl.dataone.org/odo/ecso_00002384"
"dissolved organic carbon","http://purl.dataone.org/odo/ecso_00000571"
"dissolved organic carbon change with excess nitrogen phosphorus","http://purl.dataone.org/odo/ecso_00002280"
"dissolved organic carbon concentration","http://purl.dataone.org/odo/ecso_00001125"
"dissolved organic carbon concentration of radioactive carbon","http://purl.dataone.org/odo/ecso_00001520"
"dissolved organic carbon concentration of stable carbon","http://purl.dataone.org/odo/ecso_00001519"
"dissolved organic carbon flux","http://purl.dataone.org/odo/ecso_00000012"
"dissolved organic carbon initial measurement","http://purl.dataone.org/odo/ecso_00002275"
"dissolved organic carbon lost","http://purl.dataone.org/odo/ecso_00002281"
"dissolved organic carbon mineralization rate","http://purl.dataone.org/odo/ecso_00001515"
"dissolved organic carbon percent difference after 28 days","http://purl.dataone.org/odo/ecso_00002285"
"dissolved organic carbon pool","http://purl.dataone.org/odo/ecso_00000035"
"dissolved organic carbon proportion in soil","http://purl.dataone.org/odo/ecso_00002274"
"dissolved organic carbon proportion left","http://purl.dataone.org/odo/ecso_00002284"
"dissolved organic carbon proportion lost","http://purl.dataone.org/odo/ecso_00002282"
"dissolved organic carbon proportion lost with excess nitrogen phosphorus","http://purl.dataone.org/odo/ecso_00002283"
"dissolved organic carbon to dissolved inorganic nitrogen ratio","http://purl.dataone.org/odo/ecso_00002273"
"dissolved organic material","http://purl.dataone.org/odo/ecso_00000658"
"dissolved organic matter","http://purl.dataone.org/odo/ecso_00000658"
"dissolved organic nitrogen concentration","http://purl.dataone.org/odo/ecso_00001882"
"dissolved organic nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00001894"
"dissolved oxygen concentration","http://purl.dataone.org/odo/ecso_00001669"
"dissolved oxygen concentration standard deviation","http://purl.dataone.org/odo/ecso_00001674"
"dissolved oxygen saturation","http://purl.dataone.org/odo/ecso_00002386"
"dissolved oxygen saturation percentage","http://purl.dataone.org/odo/ecso_00002383"
"dissolved phosphate concentration in seawater","http://purl.dataone.org/odo/ecso_00001897"
"dissolved silica concentration in seawater","http://purl.dataone.org/odo/ecso_00001898"
"doc change with excess nitrogen phosphorus","http://purl.dataone.org/odo/ecso_00002280"
"doc concentration","http://purl.dataone.org/odo/ecso_00001125"
"doc initial measurement","http://purl.dataone.org/odo/ecso_00002275"
"doc lost","http://purl.dataone.org/odo/ecso_00002281"
"doc proportion in soil","http://purl.dataone.org/odo/ecso_00002274"
"doc proportion lost","http://purl.dataone.org/odo/ecso_00002282"
"dom","http://purl.dataone.org/odo/ecso_00000571"
"downward longwave radiation","http://purl.dataone.org/odo/ecso_00001899"
"downward shortwave radiation","http://purl.dataone.org/odo/ecso_00001860"
"downward solar radiation","http://purl.dataone.org/odo/ecso_00001900"
"downwelling longwave radiation","http://purl.dataone.org/odo/ecso_00001899"
"downwelling shortwave radiation","http://purl.dataone.org/odo/ecso_00001860"
"downwelling solar radiation","http://purl.dataone.org/odo/ecso_00001900"
"dried envelope mass","http://purl.dataone.org/odo/ecso_00002186"
"dry bulb temperature","http://purl.dataone.org/odo/ecso_00001521"
"dry mass density","http://purl.dataone.org/odo/ecso_00001184"
"dry weight","http://purl.dataone.org/odo/ecso_00000556"
"dry weight biomass","http://purl.dataone.org/odo/ecso_00001153"
"dust layer thickness","http://purl.dataone.org/odo/ecso_00002228"
"dwarf shrub height","http://purl.dataone.org/odo/ecso_00001579"
"dysprosium concentration","http://purl.dataone.org/odo/ecso_00001988"
"dysprosium solubility in water","http://purl.dataone.org/odo/ecso_00001831"
"ease grid latitude","http://purl.dataone.org/odo/ecso_00002147"
"ease grid longitude","http://purl.dataone.org/odo/ecso_00002159"
"ecological system","http://purl.dataone.org/odo/ecso_00000309"
"eddy covariance method","http://purl.dataone.org/odo/ecso_00000091"
"egg count","http://purl.dataone.org/odo/ecso_00001692"
"egg hatch date estimate","http://purl.dataone.org/odo/ecso_00002106"
"egg length","http://purl.dataone.org/odo/ecso_00001922"
"egg width","http://purl.dataone.org/odo/ecso_00001709"
"elapsed time","http://purl.dataone.org/odo/ecso_00002068"
"elapsed time after treatment","http://purl.dataone.org/odo/ecso_00002049"
"elapsed time since glaciation","http://purl.dataone.org/odo/ecso_00002077"
"elevation angle","http://purl.dataone.org/odo/ecso_00002315"
"empetrum nigrum percent cover","http://purl.dataone.org/odo/ecso_00001638"
"end date aquatic food traps removed","http://purl.dataone.org/odo/ecso_00002093"
"end date of bird banding","http://purl.dataone.org/odo/ecso_00002085"
"end date of field season","http://purl.dataone.org/odo/ecso_00002087"
"end date of lemming survey","http://purl.dataone.org/odo/ecso_00002088"
"end date of nest survival","http://purl.dataone.org/odo/ecso_00002089"
"end date of precipitation sampling","http://purl.dataone.org/odo/ecso_00002086"
"end date of predator survey","http://purl.dataone.org/odo/ecso_00002090"
"end date of sampling","http://purl.dataone.org/odo/ecso_00002091"
"end date of snow survey","http://purl.dataone.org/odo/ecso_00002092"
"end date of trap prebait","http://purl.dataone.org/odo/ecso_00002118"
"end date terrestrial food traps removed","http://purl.dataone.org/odo/ecso_00002094"
"end date weather station stopped collecting data","http://purl.dataone.org/odo/ecso_00002095"
"ending latitude","http://purl.dataone.org/odo/ecso_00002135"
"ending longitude","http://purl.dataone.org/odo/ecso_00002134"
"energy flux","http://purl.dataone.org/odo/ecso_00001106"
"entity count","http://purl.dataone.org/odo/ecso_00001189"
"enzyme activity","http://purl.dataone.org/odo/ecso_00002215"
"equilbrator seawater temperature","http://purl.dataone.org/odo/ecso_00001531"
"equilibrator pressure","http://purl.dataone.org/odo/ecso_00001584"
"estimated cell count","http://purl.dataone.org/odo/ecso_00002378"
"estimated date first egg laid","http://purl.dataone.org/odo/ecso_00002127"
"estimated date of egg incubation","http://purl.dataone.org/odo/ecso_00002126"
"estimated date of ice break","http://purl.dataone.org/odo/ecso_00002125"
"estimated snow duration","http://purl.dataone.org/odo/ecso_00002128"
"estimated volumetric water content in soil","http://purl.dataone.org/odo/ecso_00001905"
"estimated year of measurement","http://purl.dataone.org/odo/ecso_00002129"
"estuary depth","http://purl.dataone.org/odo/ecso_00001557"
"estuary water temperature","http://purl.dataone.org/odo/ecso_00001559"
"europium concentration","http://purl.dataone.org/odo/ecso_00001990"
"europium solubility in water","http://purl.dataone.org/odo/ecso_00001832"
"experiment","http://purl.dataone.org/odo/ecso_00000505"
"fapar","http://purl.dataone.org/odo/ecso_00001576"
"festuca rubra percent cover","http://purl.dataone.org/odo/ecso_00001592"
"fiat object","http://purl.obolibrary.org/obo/bfo_0000024"
"fiat object part","http://purl.obolibrary.org/obo/bfo_0000024"
"field method","http://purl.dataone.org/odo/ecso_00000082"
"fire carbon flux","http://purl.dataone.org/odo/ecso_00000013"
"fire emissions","http://purl.dataone.org/odo/ecso_00000013"
"firn depth","http://purl.dataone.org/odo/ecso_00001551"
"fixed carbon pool","http://purl.dataone.org/odo/ecso_00000206"
"flerovium concentration","http://purl.dataone.org/odo/ecso_00001906"
"flerovium concentration in water","http://purl.dataone.org/odo/ecso_00001907"
"flower biomass","http://purl.dataone.org/odo/ecso_00001686"
"flower count","http://purl.dataone.org/odo/ecso_00001706"
"foliose lichen percent cover","http://purl.dataone.org/odo/ecso_00001616"
"forb percent cover","http://purl.dataone.org/odo/ecso_00001611"
"fraction modern","http://purl.dataone.org/odo/ecso_00001962"
"fraction of absorbed par","http://purl.dataone.org/odo/ecso_00001576"
"fractional day of year","http://purl.dataone.org/odo/ecso_00002061"
"freezeback","http://www.purl.dataone.org/odo/ecso_00010120"
"freezing index","http://www.purl.dataone.org/odo/ecso_00010121"
"freezing point depression","http://www.purl.dataone.org/odo/ecso_00010126"
"freezing pressure","http://www.purl.dataone.org/odo/ecso_00010127"
"fresh weight","http://purl.dataone.org/odo/ecso_00001139"
"freshwater bicarbonate concentration","http://purl.dataone.org/odo/ecso_00000567"
"freshwater carbon dioxide concentration","http://purl.dataone.org/odo/ecso_00000522"
"freshwater carbonate concentration","http://purl.dataone.org/odo/ecso_00000566"
"freshwater chlorophyll fluorescence","http://purl.dataone.org/odo/ecso_00000537"
"freshwater co2 concentration","http://purl.dataone.org/odo/ecso_00000522"
"freshwater co3 concentration","http://purl.dataone.org/odo/ecso_00000566"
"freshwater conductivity","http://purl.dataone.org/odo/ecso_00001536"
"freshwater temperature","http://purl.dataone.org/odo/ecso_00001525"
"freshwater total inorganic carbon concentration","http://purl.dataone.org/odo/ecso_00001122"
"friction velocity","http://purl.dataone.org/odo/ecso_00001546"
"frost action","http://www.purl.dataone.org/odo/ecso_00010129"
"frost blister","http://www.purl.dataone.org/odo/ecso_00010131"
"frost boil","http://www.purl.dataone.org/odo/ecso_00010133"
"frost bulb","http://www.purl.dataone.org/odo/ecso_00010132"
"frost heave","http://www.purl.dataone.org/odo/ecso_00010134"
"frost jacking","http://www.purl.dataone.org/odo/ecso_00010135"
"frost mound","http://www.purl.dataone.org/odo/ecso_00010136"
"frozen soil layer thickness","http://purl.dataone.org/odo/ecso_00002230"
"fruticose lichen percent cover","http://purl.dataone.org/odo/ecso_00001633"
"functional level","http://purl.dataone.org/odo/ecso_00000308"
"gadolinium concentration","http://purl.dataone.org/odo/ecso_00001992"
"gadolinium solubility in water","http://purl.dataone.org/odo/ecso_00001833"
"gas particle counts per second at wavelength 298 nm","http://purl.dataone.org/odo/ecso_00002342"
"gas particle counts per second at wavelength 340 nm","http://purl.dataone.org/odo/ecso_00002343"
"gas particle counts per second at wavelength 360.8 nm","http://purl.dataone.org/odo/ecso_00002344"
"gas particle counts per second at wavelength 420 nm","http://purl.dataone.org/odo/ecso_00002345"
"gas particle intensity at wavelength 298 nm","http://purl.dataone.org/odo/ecso_00002342"
"gas particle intensity at wavelength 340 nm","http://purl.dataone.org/odo/ecso_00002343"
"gas particle intensity at wavelength 360.8 nm","http://purl.dataone.org/odo/ecso_00002344"
"gas particle intensity at wavelength 420 nm","http://purl.dataone.org/odo/ecso_00002345"
"glacier acidity","http://purl.dataone.org/odo/ecso_00001854"
"global incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001910"
"gpp","http://purl.dataone.org/odo/ecso_00000020"
"graminoid percent cover","http://purl.dataone.org/odo/ecso_00001623"
"grass carbon pool","http://purl.dataone.org/odo/ecso_00000032"
"grassland above ground net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000533"
"grassland above ground npp carbon flux","http://purl.dataone.org/odo/ecso_00000533"
"gravel percentage in soil","http://purl.dataone.org/odo/ecso_00001963"
"gravimetric soil moisture percentage","http://purl.dataone.org/odo/ecso_00001583"
"gravimetric water content in soil","http://purl.dataone.org/odo/ecso_00001667"
"gross ecosystem carbon dioxide exchange","http://purl.dataone.org/odo/ecso_00002287"
"gross ecosystem productivity","http://purl.dataone.org/odo/ecso_00002288"
"gross primary production","http://purl.dataone.org/odo/ecso_00000020"
"gross primary production carbon flux","http://purl.dataone.org/odo/ecso_00000020"
"gross primary productivity","http://purl.dataone.org/odo/ecso_00000020"
"ground heat flux","http://purl.dataone.org/odo/ecso_00001216"
"ground surface temperature","http://purl.dataone.org/odo/ecso_00001527"
"ground temperature","http://purl.dataone.org/odo/ecso_00001229"
"groundwater depth","http://purl.dataone.org/odo/ecso_00001213"
"grouping","http://purl.dataone.org/odo/ecso_00000526"
"growth","http://purl.dataone.org/odo/ecso_00000540"
"habitat type","http://purl.dataone.org/odo/ecso_00002299"
"hco3 ","http://purl.dataone.org/odo/ecso_00000326"
"hco3 concentration","http://purl.dataone.org/odo/ecso_00000538"
"heat storage flux in air","http://purl.dataone.org/odo/ecso_00002268"
"herbaceous plant height","http://purl.dataone.org/odo/ecso_00001911"
"heterotrophic respiration","http://purl.dataone.org/odo/ecso_00000018"
"heterotrophic respiration carbon flux","http://purl.dataone.org/odo/ecso_00000018"
"high temperature combustion","http://purl.dataone.org/odo/ecso_00001113"
"horizontal wind speed","http://purl.dataone.org/odo/ecso_00001588"
"horsetails percent cover","http://purl.dataone.org/odo/ecso_00001634"
"hour and minute of measurement","http://purl.dataone.org/odo/ecso_00002066"
"hour of day","http://purl.dataone.org/odo/ecso_00002048"
"hour of measurement","http://purl.dataone.org/odo/ecso_00002048"
"hours elapsed","http://purl.dataone.org/odo/ecso_00002067"
"hydrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001955"
"hydrogen percentage","http://purl.dataone.org/odo/ecso_00001915"
"hydrogen percentage in soil","http://purl.dataone.org/odo/ecso_00001916"
"hydrogen peroxide concentration","http://purl.dataone.org/odo/ecso_00001913"
"hydrogen peroxide concentration in ice","http://purl.dataone.org/odo/ecso_00001914"
"ice core conductivity","http://purl.dataone.org/odo/ecso_00001539"
"ice depth","http://purl.dataone.org/odo/ecso_00001555"
"ice sheet area","http://purl.dataone.org/odo/ecso_00001724"
"ice temperature","http://purl.dataone.org/odo/ecso_00001558"
"identifier","http://purl.dataone.org/odo/ecso_00001157"
"identity","http://purl.dataone.org/odo/ecso_00001157"
"incoming longwave radiation","http://purl.dataone.org/odo/ecso_00001899"
"incoming par","http://purl.dataone.org/odo/ecso_00001581"
"incoming photosynthetic photon flux density","http://purl.dataone.org/odo/ecso_00001581"
"incoming photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001581"
"incoming radiation","http://purl.dataone.org/odo/ecso_00001859"
"incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001860"
"incoming solar radiation","http://purl.dataone.org/odo/ecso_00001900"
"inflorescence count","http://purl.dataone.org/odo/ecso_00001690"
"infrared","http://purl.dataone.org/odo/ecso_#infrared"
"inorganic carbon","http://purl.dataone.org/odo/ecso_00000337"
"inorganic carbon concentration","http://purl.dataone.org/odo/ecso_00000646"
"inorganic carbon pool","http://purl.dataone.org/odo/ecso_00000341"
"inorganic electron acceptor type","http://purl.dataone.org/odo/ecso_00002293"
"insoluble particles concentration","http://purl.dataone.org/odo/ecso_00001821"
"intermediate soil layer thickness","http://purl.dataone.org/odo/ecso_00002346"
"interpolated sea level pressure","http://purl.dataone.org/odo/ecso_00001651"
"invertebrate species abundance","http://purl.dataone.org/odo/ecso_00001689"
"invertebrate species biomass","http://purl.dataone.org/odo/ecso_00001685"
"iron counts per second","http://purl.dataone.org/odo/ecso_00002184"
"iron ion concentration","http://purl.dataone.org/odo/ecso_00001784"
"iron ion concentration in ice","http://purl.dataone.org/odo/ecso_00002374"
"iron ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001785"
"iron ion concentration in soil","http://purl.dataone.org/odo/ecso_00001917"
"iron solubility in water","http://purl.dataone.org/odo/ecso_00001834"
"isolated cryopeg","http://www.purl.dataone.org/odo/ecso_00010109"
"isotope ratio mass spectrometer readings","http://purl.dataone.org/odo/ecso_00002289"
"julian day","http://purl.dataone.org/odo/ecso_00002058"
"julian day all plants senesced","http://purl.dataone.org/odo/ecso_00002062"
"julian day bud burst","http://purl.dataone.org/odo/ecso_00002063"
"julian day fractional","http://purl.dataone.org/odo/ecso_00002061"
"julian day maximum flowers observed","http://purl.dataone.org/odo/ecso_00002064"
"julian day measurement made","http://purl.dataone.org/odo/ecso_00002060"
"julian day sample collected","http://purl.dataone.org/odo/ecso_00002059"
"julian day senescence onset","http://purl.dataone.org/odo/ecso_00002065"
"krill carbon weight","http://purl.dataone.org/odo/ecso_00002298"
"krill dry weight","http://purl.dataone.org/odo/ecso_00002348"
"krill length","http://purl.dataone.org/odo/ecso_00001977"
"krill nitrogen weight","http://purl.dataone.org/odo/ecso_00002297"
"krill wet weight","http://purl.dataone.org/odo/ecso_00002172"
"labile organic carbon","http://www.purl.dataone.org/odo/ecso_00010075"
"lai","http://purl.dataone.org/odo/ecso_00001156"
"lake area","http://purl.dataone.org/odo/ecso_00001725"
"lake depth","http://purl.dataone.org/odo/ecso_00001206"
"lake diameter","http://purl.dataone.org/odo/ecso_00001708"
"lake sediment depth","http://purl.dataone.org/odo/ecso_00001665"
"lake sediment sample base depth","http://purl.dataone.org/odo/ecso_00001562"
"lake sediment sample bottom depth","http://purl.dataone.org/odo/ecso_00001562"
"lake sediment sample composite depth","http://purl.dataone.org/odo/ecso_00001935"
"lake sediment sample composite depth at middle","http://purl.dataone.org/odo/ecso_00001938"
"lake sediment sample composite depth from bottom","http://purl.dataone.org/odo/ecso_00001937"
"lake sediment sample composite depth from top","http://purl.dataone.org/odo/ecso_00001936"
"lake sediment sample middle depth","http://purl.dataone.org/odo/ecso_00001702"
"lake sediment sample top depth","http://purl.dataone.org/odo/ecso_00001701"
"lake sediment temperature","http://purl.dataone.org/odo/ecso_00001530"
"lake sediment water content","http://purl.dataone.org/odo/ecso_00001666"
"lake surface temperature","http://purl.dataone.org/odo/ecso_00001529"
"lake temperature","http://purl.dataone.org/odo/ecso_00001231"
"lake water alkalinity","http://purl.dataone.org/odo/ecso_00001751"
"lake water conductivity","http://purl.dataone.org/odo/ecso_00001537"
"lake water pressure","http://purl.dataone.org/odo/ecso_00001569"
"lake water temperature","http://purl.dataone.org/odo/ecso_00001231"
"lanthanum ion concentration","http://purl.dataone.org/odo/ecso_00001919"
"lanthanum ion concentration in ice","http://purl.dataone.org/odo/ecso_00001920"
"lanthanum ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001765"
"lanthanum solubility in water","http://purl.dataone.org/odo/ecso_00001835"
"latent heat flux","http://purl.dataone.org/odo/ecso_00001219"
"latent heat storage flux","http://purl.dataone.org/odo/ecso_00001572"
"latent heat turbulent flux","http://purl.dataone.org/odo/ecso_00001571"
"latitude and longitude coordinates","http://purl.dataone.org/odo/ecso_00002269"
"latitude coordinate","http://purl.dataone.org/odo/ecso_00002130"
"latitude degree","http://purl.dataone.org/odo/ecso_00002247"
"latitude minute","http://purl.dataone.org/odo/ecso_00002137"
"latitude second","http://purl.dataone.org/odo/ecso_00002243"
"lead ion concentration","http://purl.dataone.org/odo/ecso_00001786"
"lead ion concentration in ice","http://purl.dataone.org/odo/ecso_00001921"
"lead ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001787"
"lead ion concentration in snow","http://purl.dataone.org/odo/ecso_00001996"
"lead solubility in water","http://purl.dataone.org/odo/ecso_00001836"
"leaf area","http://purl.dataone.org/odo/ecso_00001721"
"leaf area index","http://purl.dataone.org/odo/ecso_00001156"
"leaf carbon pool","http://purl.dataone.org/odo/ecso_00000030"
"leaf count","http://purl.dataone.org/odo/ecso_00001691"
"leaf litter carbon pool","http://purl.dataone.org/odo/ecso_00000034"
"leucine aminopeptidase activity","http://purl.dataone.org/odo/ecso_00002366"
"leymus mollis percent cover","http://purl.dataone.org/odo/ecso_00001593"
"lichen percent cover","http://purl.dataone.org/odo/ecso_00001615"
"lidar","http://purl.dataone.org/odo/ecso_00000095"
"lidar method","http://purl.dataone.org/odo/ecso_00000095"
"life cycle stage","http://purl.dataone.org/odo/ecso_00002189"
"light attenuation","http://purl.dataone.org/odo/ecso_00001733"
"light intensity","http://purl.dataone.org/odo/ecso_00002236"
"ligusticum scoticum percent cover","http://purl.dataone.org/odo/ecso_00001594"
"liquid state","http://purl.dataone.org/odo/ecso_00000316"
"liquid water content","http://purl.dataone.org/odo/ecso_00002233"
"liquid water path","http://purl.dataone.org/odo/ecso_00002203"
"lithium ion concentration","http://purl.dataone.org/odo/ecso_00001788"
"lithium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001789"
"lithium ion concentration in water","http://purl.dataone.org/odo/ecso_00001966"
"litter biomass density","http://purl.dataone.org/odo/ecso_00001172"
"litter carbon concentration","http://purl.dataone.org/odo/ecso_00000502"
"litter depth","http://purl.dataone.org/odo/ecso_00001209"
"litter percent cover","http://purl.dataone.org/odo/ecso_00001637"
"live deciduous shrub percent cover","http://purl.dataone.org/odo/ecso_00001606"
"live erect dwarf shrub percent cover","http://purl.dataone.org/odo/ecso_00001609"
"live erect forb percent cover","http://purl.dataone.org/odo/ecso_00001612"
"live evergreen shrub percent cover","http://purl.dataone.org/odo/ecso_00001613"
"live low shrub percent cover","http://purl.dataone.org/odo/ecso_00001617"
"live mat and cushion forb percent cover","http://purl.dataone.org/odo/ecso_00001619"
"live moss height","http://purl.dataone.org/odo/ecso_00001912"
"live non tussock graminoid percent cover","http://purl.dataone.org/odo/ecso_00001621"
"live prostrate dwarf shrub percent cover","http://purl.dataone.org/odo/ecso_00001625"
"live tussock graminoid percent cover","http://purl.dataone.org/odo/ecso_00001628"
"liverwort percent cover","http://purl.dataone.org/odo/ecso_00001661"
"living creatures","http://purl.dataone.org/odo/ecso_00000312"
"logger absolute height","http://purl.dataone.org/odo/ecso_00001757"
"longitude coordinate","http://purl.dataone.org/odo/ecso_00002132"
"longitude degree","http://purl.dataone.org/odo/ecso_00002242"
"longitude minute","http://purl.dataone.org/odo/ecso_00002151"
"longtitude second","http://purl.dataone.org/odo/ecso_00002250"
"longwave albedo","http://purl.dataone.org/odo/ecso_00001695"
"loss on ignition percentage","http://purl.dataone.org/odo/ecso_00002294"
"low shrub height","http://purl.dataone.org/odo/ecso_00001580"
"lower bound snow depth","http://purl.dataone.org/odo/ecso_00001681"
"lower bound soil depth","http://purl.dataone.org/odo/ecso_00001680"
"macroalgae","http://purl.dataone.org/odo/ecso_00000508"
"magnesium ion concentration","http://purl.dataone.org/odo/ecso_00001790"
"magnesium ion concentration in ice","http://purl.dataone.org/odo/ecso_00001931"
"magnesium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001791"
"magnesium ion concentration in river water","http://purl.dataone.org/odo/ecso_00001926"
"magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001927"
"magnesium ion concentration in water","http://purl.dataone.org/odo/ecso_00001925"
"magnesium ion concentration in water standard deviation","http://purl.dataone.org/odo/ecso_00002235"
"magnesium percentage","http://purl.dataone.org/odo/ecso_00001929"
"magnesium percentage in dead leaves","http://purl.dataone.org/odo/ecso_00002262"
"magnesium percentage in leaves","http://purl.dataone.org/odo/ecso_00002261"
"magnesium percentage in live leaves","http://purl.dataone.org/odo/ecso_00002263"
"magnesium percentage in soil","http://purl.dataone.org/odo/ecso_00001930"
"magnesium solubility in water","http://purl.dataone.org/odo/ecso_00001837"
"manganese counts per second","http://purl.dataone.org/odo/ecso_00002185"
"manganese ion concentration","http://purl.dataone.org/odo/ecso_00001792"
"manganese ion concentration in ice","http://purl.dataone.org/odo/ecso_00001934"
"manganese ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001793"
"manganese ion concentration in soil","http://purl.dataone.org/odo/ecso_00001932"
"manganese solubility in water","http://purl.dataone.org/odo/ecso_00001838"
"manipulative experiment","http://purl.dataone.org/odo/ecso_00000506"
"marine carbonate concentration","http://purl.dataone.org/odo/ecso_00001126"
"marine co3 concentration","http://purl.dataone.org/odo/ecso_00001126"
"marine cryopeg","http://www.purl.dataone.org/odo/ecso_00010110"
"marine macroalgae net primary production carbon flux","http://purl.dataone.org/odo/ecso_00000542"
"marine macroalgae npp carbon flux","http://purl.dataone.org/odo/ecso_00000542"
"mass flux","http://purl.dataone.org/odo/ecso_00001105"
"mass fraction","http://purl.dataone.org/odo/ecso_00000619"
"mass fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000620"
"mean li cor weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000621"
"mean licor weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000621"
"mean stem height","http://purl.dataone.org/odo/ecso_00001942"
"mean weight fraction of carbon dioxide","http://purl.dataone.org/odo/ecso_00000633"
"mean weight fraction of water vapor","http://purl.dataone.org/odo/ecso_00001941"
"measurement end time","http://purl.dataone.org/odo/ecso_00002045"
"measurement latitude","http://purl.dataone.org/odo/ecso_00002140"
"measurement longitude","http://purl.dataone.org/odo/ecso_00002153"
"measurement start date","http://purl.dataone.org/odo/ecso_00002052"
"measurement start time","http://purl.dataone.org/odo/ecso_00002044"
"mehlich iii aluminum ion concentration in soil","http://purl.dataone.org/odo/ecso_00001857"
"mehlich iii boron ion concentration in soil","http://purl.dataone.org/odo/ecso_00001865"
"mehlich iii calcium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001881"
"mehlich iii copper ion concentration in soil","http://purl.dataone.org/odo/ecso_00001886"
"mehlich iii iron ion concentration in soil","http://purl.dataone.org/odo/ecso_00001918"
"mehlich iii magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00001928"
"mehlich iii manganese ion concentration in soil","http://purl.dataone.org/odo/ecso_00001933"
"mehlich iii phosphorus concentration in soil","http://purl.dataone.org/odo/ecso_00002324"
"mehlich iii potassium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002340"
"mehlich iii zinc ion concentration in soil","http://purl.dataone.org/odo/ecso_00002337"
"meteorological measurement time step","http://purl.dataone.org/odo/ecso_00002199"
"methane concentration","http://purl.dataone.org/odo/ecso_00000615"
"methane concentration in soil","http://purl.dataone.org/odo/ecso_00000653"
"methane concentration in water","http://purl.dataone.org/odo/ecso_00000622"
"methane flux","http://purl.dataone.org/odo/ecso_00000582"
"methane partial pressure","http://purl.dataone.org/odo/ecso_00000651"
"methane pool","http://purl.dataone.org/odo/ecso_00000205"
